年度季別,醫事機構代碼,醫事機構名稱,特約類別,血清白蛋白檢查人數,腹膜透析人數,血清白蛋白受檢率,檢測方法,院所腎臟專科醫師數,院所是否參與健保計畫,院所是否參與國健署計畫,縣市別,鄉鎮別
99年第四季,0936060016,童綜合醫療社團法人童綜合醫院,區域醫院,72.00,72.00,1.0000,BCG,5,是,是,臺中市,梧棲區
100年第一季,0936060016,童綜合醫療社團法人童綜合醫院,區域醫院,78.00,78.00,1.0000,BCG,5,是,,臺中市,梧棲區
100年第二季,0936060016,童綜合醫療社團法人童綜合醫院,區域醫院,81.00,82.00,0.9878,BCG,5,是,,臺中市,梧棲區
100年第三季,0936060016,童綜合醫療社團法人童綜合醫院,區域醫院,77.00,78.00,0.9871,BCG,5,是,否,臺中市,梧棲區
100年第四季,0936060016,童綜合醫療社團法人童綜合醫院,區域醫院,76.00,77.00,0.9870,BCG,4,是,否,臺中市,梧棲區
101年第一季,0936060016,童綜合醫療社團法人童綜合醫院,區域醫院,74.00,75.00,0.9866,BCG,7,是,是,臺中市,梧棲區
101年第二季,0936060016,童綜合醫療社團法人童綜合醫院,區域醫院,77.00,77.00,1.0000,BCG,7,是,是,臺中市,梧棲區
101年第三季,0936060016,童綜合醫療社團法人童綜合醫院,區域醫院,78.00,79.00,0.9873,BCG,7,是,是,臺中市,梧棲區
101年第四季,0936060016,童綜合醫療社團法人童綜合醫院,區域醫院,74.00,74.00,1.0000,BCG,7,是,是,臺中市,梧棲區
102年第一季,0936060016,童綜合醫療社團法人童綜合醫院,區域醫院,71.00,72.00,0.9861,BCG,7,是,是,臺中市,梧棲區
102年第二季,0936060016,童綜合醫療社團法人童綜合醫院,區域醫院,68.00,69.00,0.9855,BCG,7,是,是,臺中市,梧棲區
102年第三季,0936060016,童綜合醫療社團法人童綜合醫院,區域醫院,60.00,60.00,1.0000,BCG,7,是,是,臺中市,梧棲區
102年第四季,0936060016,童綜合醫療社團法人童綜合醫院,區域醫院,59.00,59.00,1.0000,BCG,7,是,是,臺中市,梧棲區
103年第一季,0936060016,童綜合醫療社團法人童綜合醫院,區域醫院,62.00,63.00,0.9841,BCG,7,是,是,臺中市,梧棲區
103年第二季,0936060016,童綜合醫療社團法人童綜合醫院,區域醫院,66.00,66.00,1.0000,BCG,7,是,是,臺中市,梧棲區
103年第三季,0936060016,童綜合醫療社團法人童綜合醫院,區域醫院,69.00,69.00,1.0000,BCG,7,是,是,臺中市,梧棲區
103年第四季,0936060016,童綜合醫療社團法人童綜合醫院,區域醫院,67.00,68.00,0.9852,BCG,7,是,是,臺中市,梧棲區
104年第一季,0936060016,童綜合醫療社團法人童綜合醫院,區域醫院,57.00,57.00,1.0000,BCG,7,是,是,臺中市,梧棲區
104年第二季,0936060016,童綜合醫療社團法人童綜合醫院,區域醫院,55.00,55.00,1.0000,BCG,7,是,是,臺中市,梧棲區
104年第三季,0936060016,童綜合醫療社團法人童綜合醫院,區域醫院,56.00,57.00,0.9825,BCG,8,是,否,臺中市,梧棲區
104年第四季,0936060016,童綜合醫療社團法人童綜合醫院,區域醫院,55.00,56.00,0.9821,BCG,7,是,否,臺中市,梧棲區
105年第一季,0936060016,童綜合醫療社團法人童綜合醫院,區域醫院,57.00,57.00,1.0000,BCG,8,是,是,臺中市,梧棲區
105年第二季,0936060016,童綜合醫療社團法人童綜合醫院,區域醫院,53.00,53.00,1.0000,BCG,8,是,是,臺中市,梧棲區
105年第三季,0936060016,童綜合醫療社團法人童綜合醫院,區域醫院,54.00,54.00,1.0000,BCG,8,是,否,臺中市,梧棲區
105年第四季,0936060016,童綜合醫療社團法人童綜合醫院,區域醫院,50.00,51.00,0.9804,BCG,8,是,否,臺中市,梧棲區
106年第一季,0936060016,童綜合醫療社團法人童綜合醫院,區域醫院,52.00,53.00,0.9811,BCG,8,是,是,臺中市,梧棲區
106年第二季,0936060016,童綜合醫療社團法人童綜合醫院,區域醫院,48.00,49.00,0.9796,BCG,8,是,是,臺中市,梧棲區
106年第三季,0936060016,童綜合醫療社團法人童綜合醫院,區域醫院,44.00,45.00,0.9778,BCG,8,是,否,臺中市,梧棲區
106年第四季,0936060016,童綜合醫療社團法人童綜合醫院,區域醫院,43.00,43.00,1.0000,BCG,8,是,否,臺中市,梧棲區
107年第一季,0936060016,童綜合醫療社團法人童綜合醫院,區域醫院,45.00,45.00,1.0000,BCG,9,是,否,臺中市,梧棲區
107年第二季,0936060016,童綜合醫療社團法人童綜合醫院,區域醫院,48.00,48.00,1.0000,BCG,9,是,否,臺中市,梧棲區
107年第三季,0936060016,童綜合醫療社團法人童綜合醫院,區域醫院,46.00,46.00,1.0000,BCG,9,是,否,臺中市,梧棲區
107年第四季,0936060016,童綜合醫療社團法人童綜合醫院,區域醫院,44.00,44.00,1.0000,BCG,9,是,否,臺中市,梧棲區
108年第一季,0936060016,童綜合醫療社團法人童綜合醫院,區域醫院,39.00,39.00,1.0000,BCG,9,是,否,臺中市,梧棲區
108年第二季,0936060016,童綜合醫療社團法人童綜合醫院,區域醫院,40.00,41.00,0.9756,BCG,9,是,否,臺中市,梧棲區
108年第三季,0936060016,童綜合醫療社團法人童綜合醫院,區域醫院,41.00,42.00,0.9762,BCG,9,是,否,臺中市,梧棲區
108年第四季,0936060016,童綜合醫療社團法人童綜合醫院,區域醫院,47.00,47.00,1.0000,BCG,9,是,否,臺中市,梧棲區
109年第一季,0936060016,童綜合醫療社團法人童綜合醫院,區域醫院,55.00,56.00,0.9821,BCG,9,是,否,臺中市,梧棲區
109年第二季,0936060016,童綜合醫療社團法人童綜合醫院,區域醫院,56.00,56.00,1.0000,BCG,9,是,否,臺中市,梧棲區
109年第三季,0936060016,童綜合醫療社團法人童綜合醫院,區域醫院,57.00,57.00,1.0000,BCG,8,是,否,臺中市,梧棲區
109年第四季,0936060016,童綜合醫療社團法人童綜合醫院,區域醫院,56.00,56.00,1.0000,BCG,8,是,否,臺中市,梧棲區
110年第一季,0936060016,童綜合醫療社團法人童綜合醫院,區域醫院,56.00,56.00,1.0000,BCG,8,是,否,臺中市,梧棲區
110年第二季,0936060016,童綜合醫療社團法人童綜合醫院,區域醫院,55.00,55.00,1.0000,BCG,8,是,否,臺中市,梧棲區
110年第三季,0936060016,童綜合醫療社團法人童綜合醫院,區域醫院,63.00,63.00,1.0000,BCG,8,是,否,臺中市,梧棲區
110年第四季,0936060016,童綜合醫療社團法人童綜合醫院,區域醫院,59.00,60.00,0.9833,BCG,8,是,否,臺中市,梧棲區
111年第一季,0936060016,童綜合醫療社團法人童綜合醫院,區域醫院,62.00,63.00,0.9841,BCG,8,是,否,臺中市,梧棲區
111年第二季,0936060016,童綜合醫療社團法人童綜合醫院,區域醫院,65.00,66.00,0.9848,BCG,8,是,否,臺中市,梧棲區
111年第三季,0936060016,童綜合醫療社團法人童綜合醫院,區域醫院,66.00,67.00,0.9851,BCG,8,是,否,臺中市,梧棲區
111年第四季,0936060016,童綜合醫療社團法人童綜合醫院,區域醫院,66.00,67.00,0.9851,BCG,8,是,否,臺中市,梧棲區
112年第一季,0936060016,童綜合醫療社團法人童綜合醫院,區域醫院,67.00,68.00,0.9853,BCG,8,是,否,臺中市,梧棲區
112年第二季,0936060016,童綜合醫療社團法人童綜合醫院,區域醫院,61.00,62.00,0.9839,BCG,8,是,否,臺中市,梧棲區
99年第二季,0937010019,秀傳醫療社團法人秀傳紀念醫院,區域醫院,35.00,35.00,1.0000,BCP,3,是,是,彰化縣,彰化市
99年第三季,0937010019,秀傳醫療社團法人秀傳紀念醫院,區域醫院,35.00,35.00,1.0000,BCP,3,是,是,彰化縣,彰化市
99年第四季,0937010019,秀傳醫療社團法人秀傳紀念醫院,區域醫院,35.00,35.00,1.0000,BCG,3,是,是,彰化縣,彰化市
100年第一季,0937010019,秀傳醫療社團法人秀傳紀念醫院,區域醫院,33.00,33.00,1.0000,BCG,3,是,,彰化縣,彰化市
100年第二季,0937010019,秀傳醫療社團法人秀傳紀念醫院,區域醫院,33.00,33.00,1.0000,BCG,3,是,,彰化縣,彰化市
100年第三季,0937010019,秀傳醫療社團法人秀傳紀念醫院,區域醫院,33.00,33.00,1.0000,BCG,3,是,否,彰化縣,彰化市
100年第四季,0937010019,秀傳醫療社團法人秀傳紀念醫院,區域醫院,32.00,32.00,1.0000,BCG,3,是,否,彰化縣,彰化市
101年第一季,0937010019,秀傳醫療社團法人秀傳紀念醫院,區域醫院,31.00,31.00,1.0000,BCG,4,是,是,彰化縣,彰化市
101年第二季,0937010019,秀傳醫療社團法人秀傳紀念醫院,區域醫院,30.00,30.00,1.0000,BCG,4,是,是,彰化縣,彰化市
101年第三季,0937010019,秀傳醫療社團法人秀傳紀念醫院,區域醫院,29.00,29.00,1.0000,BCG,4,是,是,彰化縣,彰化市
101年第四季,0937010019,秀傳醫療社團法人秀傳紀念醫院,區域醫院,29.00,29.00,1.0000,BCG,5,是,是,彰化縣,彰化市
102年第一季,0937010019,秀傳醫療社團法人秀傳紀念醫院,區域醫院,28.00,28.00,1.0000,BCG,5,是,是,彰化縣,彰化市
102年第二季,0937010019,秀傳醫療社團法人秀傳紀念醫院,區域醫院,28.00,28.00,1.0000,BCG,5,是,是,彰化縣,彰化市
102年第三季,0937010019,秀傳醫療社團法人秀傳紀念醫院,區域醫院,27.00,28.00,0.9642,BCG,5,是,是,彰化縣,彰化市
102年第四季,0937010019,秀傳醫療社團法人秀傳紀念醫院,區域醫院,27.00,27.00,1.0000,BCG,5,是,是,彰化縣,彰化市
103年第一季,0937010019,秀傳醫療社團法人秀傳紀念醫院,區域醫院,25.00,25.00,1.0000,BCG,5,是,是,彰化縣,彰化市
103年第二季,0937010019,秀傳醫療社團法人秀傳紀念醫院,區域醫院,21.00,21.00,1.0000,BCG,4,是,是,彰化縣,彰化市
103年第三季,0937010019,秀傳醫療社團法人秀傳紀念醫院,區域醫院,19.00,19.00,1.0000,BCG,4,是,是,彰化縣,彰化市
103年第四季,0937010019,秀傳醫療社團法人秀傳紀念醫院,區域醫院,19.00,19.00,1.0000,BCG,5,是,是,彰化縣,彰化市
104年第一季,0937010019,秀傳醫療社團法人秀傳紀念醫院,區域醫院,17.00,17.00,1.0000,BCG,5,是,是,彰化縣,彰化市
104年第二季,0937010019,秀傳醫療社團法人秀傳紀念醫院,區域醫院,15.00,15.00,1.0000,BCG,5,是,是,彰化縣,彰化市
104年第三季,0937010019,秀傳醫療社團法人秀傳紀念醫院,區域醫院,12.00,12.00,1.0000,BCG,5,是,否,彰化縣,彰化市
104年第四季,0937010019,秀傳醫療社團法人秀傳紀念醫院,區域醫院,12.00,12.00,1.0000,BCG,5,是,否,彰化縣,彰化市
105年第一季,0937010019,秀傳醫療社團法人秀傳紀念醫院,區域醫院,11.00,11.00,1.0000,BCG,5,是,是,彰化縣,彰化市
105年第二季,0937010019,秀傳醫療社團法人秀傳紀念醫院,區域醫院,12.00,12.00,1.0000,BCG,5,是,是,彰化縣,彰化市
105年第三季,0937010019,秀傳醫療社團法人秀傳紀念醫院,區域醫院,13.00,13.00,1.0000,BCG,5,是,否,彰化縣,彰化市
105年第四季,0937010019,秀傳醫療社團法人秀傳紀念醫院,區域醫院,12.00,12.00,1.0000,BCG,5,是,否,彰化縣,彰化市
106年第一季,0937010019,秀傳醫療社團法人秀傳紀念醫院,區域醫院,12.00,12.00,1.0000,BCG,5,是,是,彰化縣,彰化市
106年第二季,0937010019,秀傳醫療社團法人秀傳紀念醫院,區域醫院,13.00,13.00,1.0000,BCG,5,是,是,彰化縣,彰化市
106年第三季,0937010019,秀傳醫療社團法人秀傳紀念醫院,區域醫院,12.00,12.00,1.0000,BCG,4,是,否,彰化縣,彰化市
106年第四季,0937010019,秀傳醫療社團法人秀傳紀念醫院,區域醫院,11.00,11.00,1.0000,BCG,4,是,否,彰化縣,彰化市
107年第一季,0937010019,秀傳醫療社團法人秀傳紀念醫院,區域醫院,10.00,10.00,1.0000,BCG,4,是,否,彰化縣,彰化市
107年第二季,0937010019,秀傳醫療社團法人秀傳紀念醫院,區域醫院,10.00,10.00,1.0000,BCG,4,是,否,彰化縣,彰化市
107年第三季,0937010019,秀傳醫療社團法人秀傳紀念醫院,區域醫院,9.00,9.00,1.0000,BCG,4,是,否,彰化縣,彰化市
107年第四季,0937010019,秀傳醫療社團法人秀傳紀念醫院,區域醫院,10.00,10.00,1.0000,BCG,4,是,否,彰化縣,彰化市
108年第一季,0937010019,秀傳醫療社團法人秀傳紀念醫院,區域醫院,12.00,12.00,1.0000,BCG,4,是,否,彰化縣,彰化市
108年第二季,0937010019,秀傳醫療社團法人秀傳紀念醫院,區域醫院,12.00,12.00,1.0000,BCG,4,是,否,彰化縣,彰化市
108年第三季,0937010019,秀傳醫療社團法人秀傳紀念醫院,區域醫院,14.00,14.00,1.0000,BCG,4,是,否,彰化縣,彰化市
108年第四季,0937010019,秀傳醫療社團法人秀傳紀念醫院,區域醫院,15.00,15.00,1.0000,BCG,4,是,否,彰化縣,彰化市
109年第一季,0937010019,秀傳醫療社團法人秀傳紀念醫院,區域醫院,17.00,17.00,1.0000,BCG,4,是,否,彰化縣,彰化市
109年第二季,0937010019,秀傳醫療社團法人秀傳紀念醫院,區域醫院,16.00,16.00,1.0000,BCG,4,是,否,彰化縣,彰化市
109年第三季,0937010019,秀傳醫療社團法人秀傳紀念醫院,區域醫院,18.00,18.00,1.0000,BCG,4,是,否,彰化縣,彰化市
109年第四季,0937010019,秀傳醫療社團法人秀傳紀念醫院,區域醫院,18.00,18.00,1.0000,BCG,4,是,否,彰化縣,彰化市
110年第一季,0937010019,秀傳醫療社團法人秀傳紀念醫院,區域醫院,19.00,19.00,1.0000,BCG,4,是,否,彰化縣,彰化市
110年第二季,0937010019,秀傳醫療社團法人秀傳紀念醫院,區域醫院,18.00,18.00,1.0000,BCG,4,是,否,彰化縣,彰化市
110年第三季,0937010019,秀傳醫療社團法人秀傳紀念醫院,區域醫院,17.00,17.00,1.0000,BCG,4,是,否,彰化縣,彰化市
110年第四季,0937010019,秀傳醫療社團法人秀傳紀念醫院,區域醫院,19.00,19.00,1.0000,BCG,4,是,否,彰化縣,彰化市
111年第一季,0937010019,秀傳醫療社團法人秀傳紀念醫院,區域醫院,18.00,18.00,1.0000,BCG,4,是,否,彰化縣,彰化市
111年第二季,0937010019,秀傳醫療社團法人秀傳紀念醫院,區域醫院,19.00,19.00,1.0000,BCG,4,是,否,彰化縣,彰化市
111年第三季,0937010019,秀傳醫療社團法人秀傳紀念醫院,區域醫院,18.00,18.00,1.0000,BCG,4,是,否,彰化縣,彰化市
111年第四季,0937010019,秀傳醫療社團法人秀傳紀念醫院,區域醫院,23.00,23.00,1.0000,BCG,4,是,否,彰化縣,彰化市
112年第一季,0937010019,秀傳醫療社團法人秀傳紀念醫院,區域醫院,22.00,22.00,1.0000,BCG,4,是,否,彰化縣,彰化市
112年第二季,0937010019,秀傳醫療社團法人秀傳紀念醫院,區域醫院,24.00,24.00,1.0000,BCG,4,是,否,彰化縣,彰化市
100年第二季,0938030016,佑民醫療社團法人佑民醫院,地區醫院,3.00,3.00,1.0000,BCG,2,是,,南投縣,草屯鎮
100年第三季,0938030016,佑民醫療社團法人佑民醫院,地區醫院,1.00,3.00,0.3333,BCG,2,是,否,南投縣,草屯鎮
101年第一季,0938030016,佑民醫療社團法人佑民醫院,地區醫院,4.00,6.00,0.6666,BCG,3,是,是,南投縣,草屯鎮
101年第二季,0938030016,佑民醫療社團法人佑民醫院,地區醫院,3.00,5.00,0.6000,BCG,2,是,是,南投縣,草屯鎮
101年第三季,0938030016,佑民醫療社團法人佑民醫院,地區醫院,5.00,5.00,1.0000,BCG,2,是,是,南投縣,草屯鎮
101年第四季,0938030016,佑民醫療社團法人佑民醫院,地區醫院,5.00,5.00,1.0000,BCG,2,是,是,南投縣,草屯鎮
102年第一季,0938030016,佑民醫療社團法人佑民醫院,地區醫院,4.00,4.00,1.0000,BCG,2,是,是,南投縣,草屯鎮
102年第二季,0938030016,佑民醫療社團法人佑民醫院,地區醫院,5.00,5.00,1.0000,BCG,2,是,是,南投縣,草屯鎮
102年第三季,0938030016,佑民醫療社團法人佑民醫院,地區醫院,5.00,5.00,1.0000,BCG,2,是,是,南投縣,草屯鎮
102年第四季,0938030016,佑民醫療社團法人佑民醫院,地區醫院,5.00,5.00,1.0000,BCG,2,是,是,南投縣,草屯鎮
103年第一季,0938030016,佑民醫療社團法人佑民醫院,地區醫院,6.00,7.00,0.8571,BCG,2,是,是,南投縣,草屯鎮
103年第二季,0938030016,佑民醫療社團法人佑民醫院,地區醫院,7.00,7.00,1.0000,BCG,2,是,是,南投縣,草屯鎮
103年第三季,0938030016,佑民醫療社團法人佑民醫院,地區醫院,7.00,7.00,1.0000,BCG,2,是,是,南投縣,草屯鎮
103年第四季,0938030016,佑民醫療社團法人佑民醫院,地區醫院,8.00,8.00,1.0000,BCG,2,是,是,南投縣,草屯鎮
104年第一季,0938030016,佑民醫療社團法人佑民醫院,地區醫院,10.00,10.00,1.0000,BCG,2,是,是,南投縣,草屯鎮
104年第二季,0938030016,佑民醫療社團法人佑民醫院,地區醫院,10.00,10.00,1.0000,BCG,2,是,是,南投縣,草屯鎮
104年第三季,0938030016,佑民醫療社團法人佑民醫院,地區醫院,9.00,9.00,1.0000,BCG,2,是,否,南投縣,草屯鎮
104年第四季,0938030016,佑民醫療社團法人佑民醫院,地區醫院,9.00,9.00,1.0000,BCG,2,是,否,南投縣,草屯鎮
105年第一季,0938030016,佑民醫療社團法人佑民醫院,地區醫院,9.00,9.00,1.0000,BCG,2,是,是,南投縣,草屯鎮
105年第二季,0938030016,佑民醫療社團法人佑民醫院,地區醫院,11.00,11.00,1.0000,BCG,2,是,是,南投縣,草屯鎮
105年第三季,0938030016,佑民醫療社團法人佑民醫院,地區醫院,11.00,11.00,1.0000,BCG,2,是,否,南投縣,草屯鎮
105年第四季,0938030016,佑民醫療社團法人佑民醫院,地區醫院,11.00,11.00,1.0000,BCG,2,是,否,南投縣,草屯鎮
106年第一季,0938030016,佑民醫療社團法人佑民醫院,地區醫院,11.00,11.00,1.0000,BCG,2,是,是,南投縣,草屯鎮
106年第二季,0938030016,佑民醫療社團法人佑民醫院,地區醫院,11.00,11.00,1.0000,BCG,2,是,是,南投縣,草屯鎮
106年第三季,0938030016,佑民醫療社團法人佑民醫院,地區醫院,10.00,10.00,1.0000,BCG,2,是,否,南投縣,草屯鎮
106年第四季,0938030016,佑民醫療社團法人佑民醫院,地區醫院,12.00,12.00,1.0000,BCG,2,是,否,南投縣,草屯鎮
107年第一季,0938030016,佑民醫療社團法人佑民醫院,地區醫院,10.00,10.00,1.0000,BCG,2,是,否,南投縣,草屯鎮
107年第二季,0938030016,佑民醫療社團法人佑民醫院,地區醫院,9.00,9.00,1.0000,BCG,2,是,否,南投縣,草屯鎮
107年第三季,0938030016,佑民醫療社團法人佑民醫院,地區醫院,8.00,8.00,1.0000,BCG,2,是,否,南投縣,草屯鎮
107年第四季,0938030016,佑民醫療社團法人佑民醫院,地區醫院,9.00,9.00,1.0000,BCG,2,是,否,南投縣,草屯鎮
