年度,醫事機構代碼,醫事機構名稱,特約類別,瘻管重建人次數,血液透析透析人月數,瘻管重建率_每1000人月,院所腎臟專科醫師數,院所是否參與健保計畫,院所是否參與國健署計畫,縣市別,鄉鎮別
97年第四季,0140010028,衛生福利部朴子醫院,地區醫院,4.00,284.40,0.0140,1,否,否,嘉義縣,朴子市
98年第二季,0140010028,衛生福利部朴子醫院,地區醫院,1.00,289.80,0.0034,1,否,否,嘉義縣,朴子市
98年第四季,0140010028,衛生福利部朴子醫院,地區醫院,2.00,281.10,0.0071,1,否,否,嘉義縣,朴子市
99年第二季,0140010028,衛生福利部朴子醫院,地區醫院,2.00,255.50,0.0078,1,否,否,嘉義縣,朴子市
99年第四季,0140010028,衛生福利部朴子醫院,地區醫院,2.00,252.90,0.0079,1,否,否,嘉義縣,朴子市
100年第二季,0140010028,衛生福利部朴子醫院,地區醫院,1.00,251.30,0.0039,1,否,,嘉義縣,朴子市
100年第四季,0140010028,衛生福利部朴子醫院,地區醫院,0.00,253.20,0.0000,1,是,否,嘉義縣,朴子市
101年第二季,0140010028,衛生福利部朴子醫院,地區醫院,2.00,247.10,0.0080,1,是,否,嘉義縣,朴子市
101年第四季,0140010028,衛生福利部朴子醫院,地區醫院,0.00,262.70,0.0000,1,是,否,嘉義縣,朴子市
102年第二季,0140010028,衛生福利部朴子醫院,地區醫院,0.00,265.80,0.0000,1,是,否,嘉義縣,朴子市
102年第四季,0140010028,衛生福利部朴子醫院,地區醫院,0.00,279.10,0.0000,1,是,否,嘉義縣,朴子市
103年第二季,0140010028,衛生福利部朴子醫院,地區醫院,1.00,295.10,0.0033,1,是,否,嘉義縣,朴子市
103年第四季,0140010028,衛生福利部朴子醫院,地區醫院,1.00,284.10,0.0035,1,是,否,嘉義縣,朴子市
104年第二季,0140010028,衛生福利部朴子醫院,地區醫院,0.00,342.00,0.0000,1,是,否,嘉義縣,朴子市
104年第四季,0140010028,衛生福利部朴子醫院,地區醫院,0.00,353.00,0.0000,1,是,否,嘉義縣,朴子市
105年第二季,0140010028,衛生福利部朴子醫院,地區醫院,0.00,371.00,0.0000,1,是,否,嘉義縣,朴子市
105年第四季,0140010028,衛生福利部朴子醫院,地區醫院,0.00,397.00,0.0000,1,是,否,嘉義縣,朴子市
106年第二季,0140010028,衛生福利部朴子醫院,地區醫院,0.00,448.00,0.0000,1,是,否,嘉義縣,朴子市
106年第四季,0140010028,衛生福利部朴子醫院,地區醫院,0.00,441.00,0.0000,1,是,否,嘉義縣,朴子市
107年第二季,0140010028,衛生福利部朴子醫院,地區醫院,0.00,525.00,0.0000,1,是,否,嘉義縣,朴子市
107年第四季,0140010028,衛生福利部朴子醫院,地區醫院,0.00,538.00,0.0000,1,是,否,嘉義縣,朴子市
108年第二季,0140010028,衛生福利部朴子醫院,地區醫院,0.00,554.00,0.0000,1,是,否,嘉義縣,朴子市
108年第四季,0140010028,衛生福利部朴子醫院,地區醫院,0.00,542.00,0.0000,1,是,否,嘉義縣,朴子市
109年第二季,0140010028,衛生福利部朴子醫院,地區醫院,2.00,430.00,0.0047,1,是,否,嘉義縣,朴子市
109年第四季,0140010028,衛生福利部朴子醫院,地區醫院,0.00,354.00,0.0000,1,是,否,嘉義縣,朴子市
110年第二季,0140010028,衛生福利部朴子醫院,地區醫院,0.00,365.00,0.0000,1,是,否,嘉義縣,朴子市
110年第四季,0140010028,衛生福利部朴子醫院,地區醫院,0.00,335.00,0.0000,1,是,否,嘉義縣,朴子市
111年第二季,0140010028,衛生福利部朴子醫院,地區醫院,3.00,337.00,0.0089,1,是,否,嘉義縣,朴子市
111年第四季,0140010028,衛生福利部朴子醫院,地區醫院,0.00,320.00,0.0000,1,是,否,嘉義縣,朴子市
112年第二季,0140010028,衛生福利部朴子醫院,地區醫院,3.00,354.00,0.0085,1,是,否,嘉義縣,朴子市
95年第二季,0141010013,衛生福利部新營醫院,地區醫院,1.00,195.90,0.0051,,否,否,臺南市,新營區
95年第四季,0141010013,衛生福利部新營醫院,地區醫院,0.00,187.60,0.0000,,否,否,臺南市,新營區
96年第二季,0141010013,衛生福利部新營醫院,地區醫院,0.00,184.60,0.0000,,否,否,臺南市,新營區
96年第四季,0141010013,衛生福利部新營醫院,地區醫院,0.00,216.30,0.0000,1,否,否,臺南市,新營區
97年第二季,0141010013,衛生福利部新營醫院,地區醫院,0.00,263.20,0.0000,1,是,否,臺南市,新營區
97年第四季,0141010013,衛生福利部新營醫院,地區醫院,0.00,308.90,0.0000,1,是,否,臺南市,新營區
98年第二季,0141010013,衛生福利部新營醫院,地區醫院,1.00,285.40,0.0035,1,是,否,臺南市,新營區
98年第四季,0141010013,衛生福利部新營醫院,地區醫院,3.00,312.10,0.0096,1,是,否,臺南市,新營區
99年第二季,0141010013,衛生福利部新營醫院,地區醫院,0.00,310.20,0.0000,1,是,否,臺南市,新營區
99年第四季,0141010013,衛生福利部新營醫院,地區醫院,0.00,300.80,0.0000,1,是,否,臺南市,新營區
100年第二季,0141010013,衛生福利部新營醫院,地區醫院,0.00,323.40,0.0000,1,是,,臺南市,新營區
100年第四季,0141010013,衛生福利部新營醫院,地區醫院,1.00,341.80,0.0029,1,是,否,臺南市,新營區
101年第二季,0141010013,衛生福利部新營醫院,地區醫院,0.00,322.20,0.0000,1,是,否,臺南市,新營區
101年第四季,0141010013,衛生福利部新營醫院,地區醫院,0.00,322.60,0.0000,1,是,否,臺南市,新營區
102年第二季,0141010013,衛生福利部新營醫院,地區醫院,1.00,306.50,0.0032,1,是,否,臺南市,新營區
102年第四季,0141010013,衛生福利部新營醫院,地區醫院,0.00,293.40,0.0000,1,是,否,臺南市,新營區
103年第二季,0141010013,衛生福利部新營醫院,地區醫院,0.00,299.30,0.0000,1,是,否,臺南市,新營區
103年第四季,0141010013,衛生福利部新營醫院,地區醫院,0.00,342.80,0.0000,1,是,否,臺南市,新營區
104年第二季,0141010013,衛生福利部新營醫院,地區醫院,0.00,417.00,0.0000,1,是,是,臺南市,新營區
104年第四季,0141010013,衛生福利部新營醫院,地區醫院,0.00,419.00,0.0000,1,是,否,臺南市,新營區
105年第二季,0141010013,衛生福利部新營醫院,地區醫院,0.00,411.00,0.0000,1,是,是,臺南市,新營區
105年第四季,0141010013,衛生福利部新營醫院,地區醫院,0.00,420.00,0.0000,1,是,否,臺南市,新營區
106年第二季,0141010013,衛生福利部新營醫院,地區醫院,0.00,417.00,0.0000,1,是,是,臺南市,新營區
106年第四季,0141010013,衛生福利部新營醫院,地區醫院,0.00,423.00,0.0000,1,是,否,臺南市,新營區
107年第二季,0141010013,衛生福利部新營醫院,地區醫院,0.00,442.00,0.0000,1,是,否,臺南市,新營區
107年第四季,0141010013,衛生福利部新營醫院,地區醫院,0.00,442.00,0.0000,1,是,否,臺南市,新營區
108年第二季,0141010013,衛生福利部新營醫院,地區醫院,0.00,403.00,0.0000,1,是,否,臺南市,新營區
108年第四季,0141010013,衛生福利部新營醫院,地區醫院,0.00,381.00,0.0000,1,是,否,臺南市,新營區
109年第二季,0141010013,衛生福利部新營醫院,地區醫院,2.00,290.00,0.0069,1,是,否,臺南市,新營區
109年第四季,0141010013,衛生福利部新營醫院,地區醫院,0.00,280.00,0.0000,1,是,否,臺南市,新營區
110年第二季,0141010013,衛生福利部新營醫院,地區醫院,4.00,308.00,0.0130,1,是,否,臺南市,新營區
110年第四季,0141010013,衛生福利部新營醫院,地區醫院,1.00,343.00,0.0029,1,是,否,臺南市,新營區
111年第二季,0141010013,衛生福利部新營醫院,地區醫院,4.00,389.00,0.0103,1,是,否,臺南市,新營區
111年第四季,0141010013,衛生福利部新營醫院,地區醫院,0.00,364.00,0.0000,2,是,否,臺南市,新營區
112年第二季,0141010013,衛生福利部新營醫院,地區醫院,1.00,301.00,0.0033,2,是,否,臺南市,新營區
107年第二季,0141060513,衛生福利部臺南醫院新化分院,地區醫院,0.00,22.00,0.0000,1,是,否,臺南市,新化區
107年第四季,0141060513,衛生福利部臺南醫院新化分院,地區醫院,0.00,45.00,0.0000,1,是,否,臺南市,新化區
108年第二季,0141060513,衛生福利部臺南醫院新化分院,地區醫院,0.00,56.00,0.0000,1,是,否,臺南市,新化區
108年第四季,0141060513,衛生福利部臺南醫院新化分院,地區醫院,0.00,38.00,0.0000,1,是,否,臺南市,新化區
109年第二季,0141060513,衛生福利部臺南醫院新化分院,地區醫院,0.00,28.00,0.0000,1,是,否,臺南市,新化區
109年第四季,0141060513,衛生福利部臺南醫院新化分院,地區醫院,0.00,14.00,0.0000,,否,否,臺南市,新化區
111年第四季,0141060513,衛生福利部臺南醫院新化分院,地區醫院,0.00,4.00,0.0000,1,否,否,臺南市,新化區
112年第二季,0141060513,衛生福利部臺南醫院新化分院,地區醫院,0.00,30.00,0.0000,1,是,否,臺南市,新化區
100年第二季,0142030019,衛生福利部旗山醫院,地區醫院,2.00,51.20,0.0390,1,是,,高雄市,旗山區
100年第四季,0142030019,衛生福利部旗山醫院,地區醫院,1.00,99.40,0.0100,1,是,否,高雄市,旗山區
101年第二季,0142030019,衛生福利部旗山醫院,地區醫院,3.00,162.90,0.0184,1,是,否,高雄市,旗山區
101年第四季,0142030019,衛生福利部旗山醫院,地區醫院,7.00,183.40,0.0381,2,是,否,高雄市,旗山區
102年第二季,0142030019,衛生福利部旗山醫院,地區醫院,1.00,257.40,0.0038,1,是,否,高雄市,旗山區
102年第四季,0142030019,衛生福利部旗山醫院,地區醫院,0.00,313.80,0.0000,2,是,否,高雄市,旗山區
103年第二季,0142030019,衛生福利部旗山醫院,地區醫院,0.00,394.30,0.0000,2,是,否,高雄市,旗山區
103年第四季,0142030019,衛生福利部旗山醫院,地區醫院,0.00,454.70,0.0000,2,是,否,高雄市,旗山區
104年第二季,0142030019,衛生福利部旗山醫院,地區醫院,3.00,566.00,0.0053,2,是,否,高雄市,旗山區
104年第四季,0142030019,衛生福利部旗山醫院,地區醫院,0.00,588.00,0.0000,2,是,否,高雄市,旗山區
105年第二季,0142030019,衛生福利部旗山醫院,地區醫院,1.00,626.00,0.0016,2,是,否,高雄市,旗山區
105年第四季,0142030019,衛生福利部旗山醫院,地區醫院,0.00,663.00,0.0000,1,是,否,高雄市,旗山區
106年第二季,0142030019,衛生福利部旗山醫院,地區醫院,0.00,683.00,0.0000,1,是,否,高雄市,旗山區
106年第四季,0142030019,衛生福利部旗山醫院,地區醫院,0.00,656.00,0.0000,2,是,否,高雄市,旗山區
107年第二季,0142030019,衛生福利部旗山醫院,地區醫院,0.00,663.00,0.0000,2,是,否,高雄市,旗山區
107年第四季,0142030019,衛生福利部旗山醫院,地區醫院,0.00,664.00,0.0000,2,是,否,高雄市,旗山區
108年第二季,0142030019,衛生福利部旗山醫院,地區醫院,0.00,682.00,0.0000,2,是,否,高雄市,旗山區
108年第四季,0142030019,衛生福利部旗山醫院,地區醫院,0.00,665.00,0.0000,2,是,否,高雄市,旗山區
109年第二季,0142030019,衛生福利部旗山醫院,地區醫院,0.00,573.00,0.0000,2,是,否,高雄市,旗山區
109年第四季,0142030019,衛生福利部旗山醫院,地區醫院,0.00,628.00,0.0000,2,是,否,高雄市,旗山區
110年第二季,0142030019,衛生福利部旗山醫院,地區醫院,0.00,745.00,0.0000,2,是,否,高雄市,旗山區
110年第四季,0142030019,衛生福利部旗山醫院,地區醫院,2.00,746.00,0.0027,2,是,否,高雄市,旗山區
111年第二季,0142030019,衛生福利部旗山醫院,地區醫院,0.00,809.00,0.0000,2,是,否,高雄市,旗山區
111年第四季,0142030019,衛生福利部旗山醫院,地區醫院,1.00,779.00,0.0013,3,是,否,高雄市,旗山區
112年第二季,0142030019,衛生福利部旗山醫院,地區醫院,1.00,840.00,0.0012,3,是,否,高雄市,旗山區
95年第二季,0143010011,衛生福利部屏東醫院,區域醫院,1.00,138.30,0.0072,1,否,否,屏東縣,屏東市
95年第四季,0143010011,衛生福利部屏東醫院,區域醫院,4.00,148.20,0.0269,1,是,否,屏東縣,屏東市
96年第二季,0143010011,衛生福利部屏東醫院,區域醫院,3.00,124.30,0.0241,1,是,否,屏東縣,屏東市
96年第四季,0143010011,衛生福利部屏東醫院,區域醫院,0.00,97.50,0.0000,2,是,否,屏東縣,屏東市
97年第二季,0143010011,衛生福利部屏東醫院,區域醫院,0.00,21.20,0.0000,2,是,否,屏東縣,屏東市
97年第四季,0143010011,衛生福利部屏東醫院,區域醫院,0.00,65.30,0.0000,1,是,否,屏東縣,屏東市
98年第二季,0143010011,衛生福利部屏東醫院,區域醫院,1.00,103.60,0.0096,1,是,否,屏東縣,屏東市
98年第四季,0143010011,衛生福利部屏東醫院,區域醫院,3.00,141.30,0.0212,2,是,否,屏東縣,屏東市
99年第二季,0143010011,衛生福利部屏東醫院,區域醫院,3.00,216.70,0.0138,2,是,是,屏東縣,屏東市
99年第四季,0143010011,衛生福利部屏東醫院,區域醫院,2.00,267.60,0.0074,2,是,是,屏東縣,屏東市
100年第二季,0143010011,衛生福利部屏東醫院,區域醫院,2.00,338.60,0.0059,2,是,否,屏東縣,屏東市
100年第四季,0143010011,衛生福利部屏東醫院,區域醫院,4.00,400.10,0.0099,1,是,否,屏東縣,屏東市
101年第二季,0143010011,衛生福利部屏東醫院,區域醫院,1.00,436.80,0.0022,1,是,是,屏東縣,屏東市
101年第四季,0143010011,衛生福利部屏東醫院,區域醫院,0.00,451.10,0.0000,2,是,是,屏東縣,屏東市
102年第二季,0143010011,衛生福利部屏東醫院,區域醫院,0.00,462.80,0.0000,2,是,是,屏東縣,屏東市
102年第四季,0143010011,衛生福利部屏東醫院,區域醫院,0.00,500.00,0.0000,2,是,是,屏東縣,屏東市
103年第二季,0143010011,衛生福利部屏東醫院,區域醫院,6.00,539.70,0.0111,2,是,是,屏東縣,屏東市
103年第四季,0143010011,衛生福利部屏東醫院,區域醫院,2.00,559.90,0.0035,2,是,是,屏東縣,屏東市
104年第二季,0143010011,衛生福利部屏東醫院,區域醫院,0.00,665.00,0.0000,2,是,是,屏東縣,屏東市
104年第四季,0143010011,衛生福利部屏東醫院,區域醫院,0.00,695.00,0.0000,2,是,否,屏東縣,屏東市
105年第二季,0143010011,衛生福利部屏東醫院,區域醫院,0.00,679.00,0.0000,2,是,是,屏東縣,屏東市
105年第四季,0143010011,衛生福利部屏東醫院,區域醫院,0.00,670.00,0.0000,2,是,否,屏東縣,屏東市
106年第二季,0143010011,衛生福利部屏東醫院,區域醫院,0.00,710.00,0.0000,2,是,是,屏東縣,屏東市
106年第四季,0143010011,衛生福利部屏東醫院,區域醫院,0.00,701.00,0.0000,2,是,否,屏東縣,屏東市
107年第二季,0143010011,衛生福利部屏東醫院,區域醫院,2.00,743.00,0.0027,2,是,否,屏東縣,屏東市
107年第四季,0143010011,衛生福利部屏東醫院,區域醫院,0.00,716.00,0.0000,2,是,否,屏東縣,屏東市
108年第二季,0143010011,衛生福利部屏東醫院,區域醫院,2.00,755.00,0.0026,2,是,否,屏東縣,屏東市
108年第四季,0143010011,衛生福利部屏東醫院,區域醫院,0.00,755.00,0.0000,3,是,否,屏東縣,屏東市
109年第二季,0143010011,衛生福利部屏東醫院,區域醫院,2.00,690.00,0.0029,3,是,否,屏東縣,屏東市
109年第四季,0143010011,衛生福利部屏東醫院,區域醫院,0.00,678.00,0.0000,2,是,否,屏東縣,屏東市
110年第二季,0143010011,衛生福利部屏東醫院,區域醫院,0.00,681.00,0.0000,2,是,否,屏東縣,屏東市
110年第四季,0143010011,衛生福利部屏東醫院,區域醫院,1.00,646.00,0.0015,3,是,否,屏東縣,屏東市
111年第二季,0143010011,衛生福利部屏東醫院,區域醫院,1.00,674.00,0.0015,3,是,否,屏東縣,屏東市
111年第四季,0143010011,衛生福利部屏東醫院,區域醫院,1.00,655.00,0.0015,3,是,否,屏東縣,屏東市
112年第二季,0143010011,衛生福利部屏東醫院,區域醫院,0.00,655.00,0.0000,3,是,否,屏東縣,屏東市
95年第二季,0143040019,衛生福利部恆春旅遊醫院,地區醫院,0.00,392.80,0.0000,,否,否,屏東縣,恆春鎮
95年第四季,0143040019,衛生福利部恆春旅遊醫院,地區醫院,6.00,406.70,0.0147,,否,否,屏東縣,恆春鎮
96年第二季,0143040019,衛生福利部恆春旅遊醫院,地區醫院,4.00,386.10,0.0103,,否,否,屏東縣,恆春鎮
96年第四季,0143040019,衛生福利部恆春旅遊醫院,地區醫院,0.00,372.70,0.0000,1,否,否,屏東縣,恆春鎮
97年第二季,0143040019,衛生福利部恆春旅遊醫院,地區醫院,4.00,346.60,0.0115,1,否,否,屏東縣,恆春鎮
97年第四季,0143040019,衛生福利部恆春旅遊醫院,地區醫院,2.00,345.50,0.0057,1,否,否,屏東縣,恆春鎮
98年第二季,0143040019,衛生福利部恆春旅遊醫院,地區醫院,3.00,366.70,0.0081,1,否,否,屏東縣,恆春鎮
98年第四季,0143040019,衛生福利部恆春旅遊醫院,地區醫院,2.00,401.30,0.0049,1,否,否,屏東縣,恆春鎮
99年第二季,0143040019,衛生福利部恆春旅遊醫院,地區醫院,1.00,420.50,0.0023,1,是,否,屏東縣,恆春鎮
99年第四季,0143040019,衛生福利部恆春旅遊醫院,地區醫院,5.00,442.90,0.0112,1,是,否,屏東縣,恆春鎮
100年第二季,0143040019,衛生福利部恆春旅遊醫院,地區醫院,0.00,448.70,0.0000,1,是,,屏東縣,恆春鎮
100年第四季,0143040019,衛生福利部恆春旅遊醫院,地區醫院,0.00,450.40,0.0000,1,是,否,屏東縣,恆春鎮
101年第二季,0143040019,衛生福利部恆春旅遊醫院,地區醫院,0.00,442.30,0.0000,1,是,否,屏東縣,恆春鎮
101年第四季,0143040019,衛生福利部恆春旅遊醫院,地區醫院,0.00,461.80,0.0000,1,是,否,屏東縣,恆春鎮
102年第二季,0143040019,衛生福利部恆春旅遊醫院,地區醫院,1.00,486.80,0.0020,1,是,否,屏東縣,恆春鎮
102年第四季,0143040019,衛生福利部恆春旅遊醫院,地區醫院,0.00,494.30,0.0000,1,否,否,屏東縣,恆春鎮
103年第二季,0143040019,衛生福利部恆春旅遊醫院,地區醫院,1.00,501.40,0.0019,1,是,否,屏東縣,恆春鎮
103年第四季,0143040019,衛生福利部恆春旅遊醫院,地區醫院,0.00,522.10,0.0000,1,是,否,屏東縣,恆春鎮
104年第二季,0143040019,衛生福利部恆春旅遊醫院,地區醫院,0.00,558.00,0.0000,1,是,否,屏東縣,恆春鎮
